"articleid"	"citation"	"sampleid"	"study"	"sample"	"measure"	"reliability"	"n"	"estimate"	"ICyi"	"ICvi"	"TRRyi"	"TRRvi"	"splithalf"	"parts"	"parts_provided"	"delay"	"aggregate"	"aggregate_num"	"estimate_notes"	"estimate_searchable"	"source"
26	"Cooley, E., & Payne, B. K. (2017). Using groups to measure intergroup prejudice. Personality and Social Psychology Bulletin, 43, 46–59."	60	"2"	1	"AMP"	"TRR"	115	0.49	NA	NA	0.536060336610567	0.00892857142857143	NA	NA	NA	"3-4 weeks"	NA	NA	"Individual AMP"	"Yes"	"Search"
26	"Cooley, E., & Payne, B. K. (2017). Using groups to measure intergroup prejudice. Personality and Social Psychology Bulletin, 43, 46–59."	61	"2 T1"	1	"AMP"	"IC"	138	0.73	1.30933331998376	0.0294117647058824	NA	NA	NA	2	"No"	NA	NA	NA	"Group AMP. Excluded Study 2 T2 since sample was not completely the same."	"Yes"	"Search"
26	"Cooley, E., & Payne, B. K. (2017). Using groups to measure intergroup prejudice. Personality and Social Psychology Bulletin, 43, 46–59."	61	"2 T1"	1	"AMP"	"IC"	138	0.52	0.7339691750802	0.0294117647058824	NA	NA	NA	2	"No"	NA	NA	NA	"Group AMP. Excluded Study 2 T2 since sample was not completely the same."	"Yes"	"Search"
27	"Cooley, E., Payne, B. K., & Phillips, K. J. (2014). Implicit bias and the illusion of conscious will. Social Psychological and Personality Science, 5, 500-507"	62	"1"	1	"AMP"	"IC"	115	0.93	2.65926003693278	0.0353982300884956	NA	NA	NA	2	"No"	NA	NA	NA	NA	"Yes"	"Review"
27	"Cooley, E., Payne, B. K., & Phillips, K. J. (2014). Implicit bias and the illusion of conscious will. Social Psychological and Personality Science, 5, 500-507"	63	"2"	1	"AMP"	"IC"	147	0.91	2.40794560865187	0.0275862068965517	NA	NA	NA	2	"No"	NA	NA	NA	NA	"Yes"	"Review"
27	"Cooley, E., Payne, B. K., & Phillips, K. J. (2014). Implicit bias and the illusion of conscious will. Social Psychological and Personality Science, 5, 500-507"	64	"3"	1	"AMP"	"IC"	82	0.87	2.04022082852655	0.05	NA	NA	NA	2	"No"	NA	NA	NA	NA	"Yes"	"Review"
28	"Cullen, C., Barnes-Holmes, D., Barnes-Holmes, Y., & Stewart, I. (2009). The implicit relational assessment procedure (IRAP) and the malleability of ageist attitudes. The Psychological Record, 59, 591–620."	65	"2"	1	"IRAP"	"TRR"	23	0.49	NA	NA	0.536060336610567	0.05	NA	NA	NA	"24 hours"	NA	NA	NA	"Yes"	"Review"
29	"Cunningham, W. A., Preacher, K. J., & Banaji, M. R. (2001). Implicit Attitude Measures: Consistency, Stability, and Convergent Validity. Psychological Science, 12, 163–170."	66	"1"	1	"Evaluative Priming"	"IC"	93	0.52	0.7339691750802	0.043956043956044	NA	NA	NA	2	"No"	NA	NA	NA	"RW-P1"	"Yes"	"Search"
29	"Cunningham, W. A., Preacher, K. J., & Banaji, M. R. (2001). Implicit Attitude Measures: Consistency, Stability, and Convergent Validity. Psychological Science, 12, 163–170."	66	"1"	1	"Evaluative Priming"	"IC"	93	0.66	1.07880966137193	0.043956043956044	NA	NA	NA	2	"No"	NA	NA	NA	"RW-P2"	"Yes"	"Search"
29	"Cunningham, W. A., Preacher, K. J., & Banaji, M. R. (2001). Implicit Attitude Measures: Consistency, Stability, and Convergent Validity. Psychological Science, 12, 163–170."	66	"1"	1	"Evaluative Priming"	"IC"	93	0.6	0.916290731874155	0.043956043956044	NA	NA	NA	2	"No"	NA	NA	NA	"RW-P3"	"Yes"	"Search"
29	"Cunningham, W. A., Preacher, K. J., & Banaji, M. R. (2001). Implicit Attitude Measures: Consistency, Stability, and Convergent Validity. Psychological Science, 12, 163–170."	66	"1"	1	"Evaluative Priming"	"IC"	93	0.74	1.34707364796661	0.043956043956044	NA	NA	NA	2	"No"	NA	NA	NA	"RW-P4"	"Yes"	"Search"
29	"Cunningham, W. A., Preacher, K. J., & Banaji, M. R. (2001). Implicit Attitude Measures: Consistency, Stability, and Convergent Validity. Psychological Science, 12, 163–170."	66	"1"	1	"Evaluative Priming"	"TRR"	93	0.13	NA	NA	0.130739850028878	0.0111111111111111	NA	NA	NA	"2 weeks"	NA	NA	"RW-P1-RW-P2, Response-window evaluative priming"	"Yes"	"Search"
29	"Cunningham, W. A., Preacher, K. J., & Banaji, M. R. (2001). Implicit Attitude Measures: Consistency, Stability, and Convergent Validity. Psychological Science, 12, 163–170."	66	"1"	1	"Evaluative Priming"	"TRR"	93	0.17	NA	NA	0.171666663500579	0.0111111111111111	NA	NA	NA	"4 weeks"	NA	NA	"RW-P1-RW-P3, Response-window evaluative priming"	"Yes"	"Search"
29	"Cunningham, W. A., Preacher, K. J., & Banaji, M. R. (2001). Implicit Attitude Measures: Consistency, Stability, and Convergent Validity. Psychological Science, 12, 163–170."	66	"1"	1	"Evaluative Priming"	"TRR"	93	0.01	NA	NA	0.0100003333533347	0.0111111111111111	NA	NA	NA	"6 weeks"	NA	NA	"RW-P1-RW-P4, Response-window evaluative priming"	"Yes"	"Search"
29	"Cunningham, W. A., Preacher, K. J., & Banaji, M. R. (2001). Implicit Attitude Measures: Consistency, Stability, and Convergent Validity. Psychological Science, 12, 163–170."	66	"1"	1	"Evaluative Priming"	"TRR"	93	0.3	NA	NA	0.309519604203112	0.0111111111111111	NA	NA	NA	"2 weeks"	NA	NA	"RW-P2-RW-P3, Response-window evaluative priming"	"Yes"	"Search"
29	"Cunningham, W. A., Preacher, K. J., & Banaji, M. R. (2001). Implicit Attitude Measures: Consistency, Stability, and Convergent Validity. Psychological Science, 12, 163–170."	66	"1"	1	"Evaluative Priming"	"TRR"	93	0.48	NA	NA	0.522984277591344	0.0111111111111111	NA	NA	NA	"4 weeks"	NA	NA	"RW-P2-RW-P4, Response-window evaluative priming"	"Yes"	"Search"
29	"Cunningham, W. A., Preacher, K. J., & Banaji, M. R. (2001). Implicit Attitude Measures: Consistency, Stability, and Convergent Validity. Psychological Science, 12, 163–170."	66	"1"	1	"Evaluative Priming"	"TRR"	93	0.42	NA	NA	0.447692023527421	0.0111111111111111	NA	NA	NA	"2 weeks"	NA	NA	"RW-P3-RW-P4, Response-window evaluative priming"	"Yes"	"Search"
29	"Cunningham, W. A., Preacher, K. J., & Banaji, M. R. (2001). Implicit Attitude Measures: Consistency, Stability, and Convergent Validity. Psychological Science, 12, 163–170."	66	"1"	1	"IAT"	"IC"	93	0.88	2.12026353620009	0.043956043956044	NA	NA	NA	2	"No"	NA	NA	NA	"Regular IAT, IAT1"	"Yes"	"Search"
29	"Cunningham, W. A., Preacher, K. J., & Banaji, M. R. (2001). Implicit Attitude Measures: Consistency, Stability, and Convergent Validity. Psychological Science, 12, 163–170."	66	"1"	1	"IAT"	"IC"	93	0.78	1.51412773262978	0.043956043956044	NA	NA	NA	2	"No"	NA	NA	NA	"Regular IAT, IAT2"	"Yes"	"Search"
29	"Cunningham, W. A., Preacher, K. J., & Banaji, M. R. (2001). Implicit Attitude Measures: Consistency, Stability, and Convergent Validity. Psychological Science, 12, 163–170."	66	"1"	1	"IAT"	"IC"	93	0.75	1.38629436111989	0.043956043956044	NA	NA	NA	2	"No"	NA	NA	NA	"Regular IAT, IAT3"	"Yes"	"Search"
29	"Cunningham, W. A., Preacher, K. J., & Banaji, M. R. (2001). Implicit Attitude Measures: Consistency, Stability, and Convergent Validity. Psychological Science, 12, 163–170."	66	"1"	1	"IAT"	"IC"	93	0.68	1.13943428318837	0.043956043956044	NA	NA	NA	2	"No"	NA	NA	NA	"Regular IAT, IAT4"	"Yes"	"Search"
29	"Cunningham, W. A., Preacher, K. J., & Banaji, M. R. (2001). Implicit Attitude Measures: Consistency, Stability, and Convergent Validity. Psychological Science, 12, 163–170."	66	"1"	1	"IAT"	"TRR"	93	0.31	NA	NA	0.320545409301946	0.0111111111111111	NA	NA	NA	"2 weeks"	NA	NA	"IAT1-IAT2, Regular IAT"	"Yes"	"Search"
29	"Cunningham, W. A., Preacher, K. J., & Banaji, M. R. (2001). Implicit Attitude Measures: Consistency, Stability, and Convergent Validity. Psychological Science, 12, 163–170."	66	"1"	1	"IAT"	"TRR"	93	0.42	NA	NA	0.447692023527421	0.0111111111111111	NA	NA	NA	"4 weeks"	NA	NA	"IAT1-IAT3, Regular IAT"	"Yes"	"Search"
29	"Cunningham, W. A., Preacher, K. J., & Banaji, M. R. (2001). Implicit Attitude Measures: Consistency, Stability, and Convergent Validity. Psychological Science, 12, 163–170."	66	"1"	1	"IAT"	"TRR"	93	0.16	NA	NA	0.161386696131526	0.0111111111111111	NA	NA	NA	"6 weeks"	NA	NA	"IAT1-IAT4, Regular IAT"	"Yes"	"Search"
29	"Cunningham, W. A., Preacher, K. J., & Banaji, M. R. (2001). Implicit Attitude Measures: Consistency, Stability, and Convergent Validity. Psychological Science, 12, 163–170."	66	"1"	1	"IAT"	"TRR"	93	0.5	NA	NA	0.549306144334055	0.0111111111111111	NA	NA	NA	"2 weeks"	NA	NA	"IAT2-IAT3, Regular IAT"	"Yes"	"Search"
29	"Cunningham, W. A., Preacher, K. J., & Banaji, M. R. (2001). Implicit Attitude Measures: Consistency, Stability, and Convergent Validity. Psychological Science, 12, 163–170."	66	"1"	1	"IAT"	"TRR"	93	0.33	NA	NA	0.342828254415394	0.0111111111111111	NA	NA	NA	"4 weeks"	NA	NA	"IAT2-IAT4, Regular IAT"	"Yes"	"Search"
29	"Cunningham, W. A., Preacher, K. J., & Banaji, M. R. (2001). Implicit Attitude Measures: Consistency, Stability, and Convergent Validity. Psychological Science, 12, 163–170."	66	"1"	1	"IAT"	"TRR"	93	0.17	NA	NA	0.171666663500579	0.0111111111111111	NA	NA	NA	"2 weeks"	NA	NA	"IAT3-IAT4, Regular IAT"	"Yes"	"Search"
30	"Curci, A., Lanciano, T., Maddalena, C., Mastandrea, S., & Sartori, G. (2015). Flashbulb memories of the Pope’s resignation: Explicit and implicit measures across differing religious groups. Memory, 23, 529–544."	67	"1"	1	"IAT"	"IC"	61	0.82	1.71479842809193	0.0677966101694915	NA	NA	0.7	2	NA	NA	NA	NA	NA	"Yes"	"Search"
31	"De Houwer, J. (2003). The Extrinsic Affective Simon Task. Experimental Psychology, 50, 77–85."	68	"1"	1	"EAST"	"IC"	51	0.47	0.63487827243597	0.0816326530612245	NA	NA	0.31	2	NA	NA	"Average of positive & negative words"	2	"Reaction time data"	"No"	"OrigPub"
31	"De Houwer, J. (2003). The Extrinsic Affective Simon Task. Experimental Psychology, 50, 77–85."	69	"2"	1	"EAST"	"IC"	49	0.3	0.356674943938732	0.0851063829787234	NA	NA	0.17	2	NA	NA	"Average of self, other, flower, and insect"	4	"Reaction time data. Excluded XXXXX trials."	"No"	"OrigPub"
32	"De Houwer, J., & De Bruycker, E. (2007). The Implicit Association Test outperforms the Extrinsic Affective Simon Task as an implicit measure of inter-individual differences in attitudes. British Journal of Social Psychology, 46, 401–421."	70	"1"	1	"EAST"	"IC"	47	-0.2	-0.182321556793955	0.0888888888888889	NA	NA	NA	2	NA	NA	NA	NA	"Relative D600 score"	"Yes"	"Search"
32	"De Houwer, J., & De Bruycker, E. (2007). The Implicit Association Test outperforms the Extrinsic Affective Simon Task as an implicit measure of inter-individual differences in attitudes. British Journal of Social Psychology, 46, 401–421."	70	"1"	1	"IAT"	"IC"	45	0.88	2.12026353620009	0.0930232558139535	NA	NA	NA	2	NA	NA	NA	NA	NA	"Yes"	"Search"
32	"De Houwer, J., & De Bruycker, E. (2007). The Implicit Association Test outperforms the Extrinsic Affective Simon Task as an implicit measure of inter-individual differences in attitudes. British Journal of Social Psychology, 46, 401–421."	71	"2"	1	"IAT"	"IC"	46	0.95	2.99573227355399	0.0909090909090909	NA	NA	NA	2	NA	NA	NA	NA	NA	"Yes"	"Search"
32	"De Houwer, J., & De Bruycker, E. (2007). The Implicit Association Test outperforms the Extrinsic Affective Simon Task as an implicit measure of inter-individual differences in attitudes. British Journal of Social Psychology, 46, 401–421."	72	"2"	2	"EAST"	"IC"	64	0.61	0.941608539858445	0.0645161290322581	NA	NA	NA	2	NA	NA	NA	NA	"Relative D600 score"	"Yes"	"Search"
32	"De Houwer, J., & De Bruycker, E. (2007). The Implicit Association Test outperforms the Extrinsic Affective Simon Task as an implicit measure of inter-individual differences in attitudes. British Journal of Social Psychology, 46, 401–421."	73	"3"	1	"EAST"	"IC"	76	0.02	0.0202027073175195	0.0540540540540541	NA	NA	NA	2	NA	NA	NA	NA	"Relative D600 score"	"Yes"	"Search"
32	"De Houwer, J., & De Bruycker, E. (2007). The Implicit Association Test outperforms the Extrinsic Affective Simon Task as an implicit measure of inter-individual differences in attitudes. British Journal of Social Psychology, 46, 401–421."	73	"3"	1	"IAT"	"IC"	77	0.83	1.77195684193187	0.0533333333333333	NA	NA	NA	2	NA	NA	NA	NA	NA	"Yes"	"Search"
33	"De Houwer, J., & Tucker Smith, C. (2013). Go with your gut!: Effects in the Affect Misattribution Procedure become stronger when participants are encouraged to rely on their gut feelings. Social Psychology, 44, 299-302. "	74	"1"	1	"AMP"	"IC"	89	0.47	0.63487827243597	0.0250783699059561	NA	NA	NA	12	NA	NA	NA	NA	NA	"Yes"	"Review"
34	"De Schryver, M., Hussey, I., De Neve, J., Cartwright, A., & Barnes-Holmes, D. (2018). The PIIRAP: An alternative scoring algorithm for the IRAP using a probabilistic semiparametric effect size measure. Journal of Contextual Behavioral Science, 7, 97–103."	75	"1"	1	"IRAP"	"IC"	188	0.29	0.342490308946776	0.021505376344086	NA	NA	NA	2	NA	NA	NA	NA	"DIRAP scoring algorithm"	"Yes"	"Search"
35	"Delker, B. C., & Freyd, J. J. (2017). Betrayed? That’s me: implicit and explicit betrayed self-concept in young adults abused as children. Journal of Aggression, Maltreatment and Trauma, 26, 701–716."	76	"1"	1	"IAT"	"IC"	529	0.57	0.843970070294529	0.00759013282732448	NA	NA	0.4	2	NA	NA	NA	NA	NA	"Yes"	"Search"
36	"Demeyer, I., Romero, N., & De Raedt, R. (2018). Assessment of Implicit Self-Esteem in Older Adults: The Role of Actual and Ideal Self-Esteem in Negative Mood. Assessment, 25, 302–309."	77	"1"	1	"GNAT"	"IC"	49	0.55	0.798507696217772	0.0851063829787234	NA	NA	NA	2	NA	NA	NA	NA	"actual self-esteem"	"Yes"	"Search"
36	"Demeyer, I., Romero, N., & De Raedt, R. (2018). Assessment of Implicit Self-Esteem in Older Adults: The Role of Actual and Ideal Self-Esteem in Negative Mood. Assessment, 25, 302–309."	77	"1"	1	"GNAT"	"IC"	49	0.51	0.713349887877465	0.0851063829787234	NA	NA	NA	2	NA	NA	NA	NA	"ideal self-esteem"	"Yes"	"Search"
37	"Denenny, D., Bentley, E., & Schiffman, J. (2014). Validation of a brief implicit association test of stigma: schizophrenia and dangerousness. Journal of Mental Health, 23, 246–250."	78	"1"	1	"BIAT"	"IC"	97	0.81	1.66073120682165	0.0421052631578947	NA	NA	NA	2	NA	NA	NA	NA	NA	"Yes"	"Search"
37	"Denenny, D., Bentley, E., & Schiffman, J. (2014). Validation of a brief implicit association test of stigma: schizophrenia and dangerousness. Journal of Mental Health, 23, 246–250."	78	"1"	1	"BIAT"	"TRR"	29	0.47	NA	NA	0.510070336613307	0.0384615384615385	NA	NA	NA	"30 minutes"	NA	NA	NA	"Yes"	"Search"
37	"Denenny, D., Bentley, E., & Schiffman, J. (2014). Validation of a brief implicit association test of stigma: schizophrenia and dangerousness. Journal of Mental Health, 23, 246–250."	78	"1"	1	"BIAT"	"TRR"	29	0.35	NA	NA	0.365443754271396	0.0384615384615385	NA	NA	NA	"4 weeks"	NA	NA	NA	"Yes"	"Search"
38	"Dentale, F., Vecchione, M., Gebauer, J. E., & Barbaranelli, C. (2018). Measuring automatic value orientations: The Achievement–Benevolence Implicit Association Test. British Journal of Social Psychology, 57, 210–229."	79	"1"	1	"IAT"	"IC"	113	0.72	1.27296567581289	0.036036036036036	NA	NA	NA	2	NA	NA	NA	NA	"Achievement-Benevolence"	"Yes"	"Search"
38	"Dentale, F., Vecchione, M., Gebauer, J. E., & Barbaranelli, C. (2018). Measuring automatic value orientations: The Achievement–Benevolence Implicit Association Test. British Journal of Social Psychology, 57, 210–229."	79	"1"	1	"IAT"	"IC"	113	0.73	1.30933331998376	0.036036036036036	NA	NA	NA	2	NA	NA	NA	NA	"Power-Univeralism"	"Yes"	"Search"
38	"Dentale, F., Vecchione, M., Gebauer, J. E., & Barbaranelli, C. (2018). Measuring automatic value orientations: The Achievement–Benevolence Implicit Association Test. British Journal of Social Psychology, 57, 210–229."	79	"1"	1	"IAT"	"IC"	113	0.8	1.6094379124341	0.036036036036036	NA	NA	NA	2	NA	NA	NA	NA	"Security-Self-direction"	"Yes"	"Search"
38	"Dentale, F., Vecchione, M., Gebauer, J. E., & Barbaranelli, C. (2018). Measuring automatic value orientations: The Achievement–Benevolence Implicit Association Test. British Journal of Social Psychology, 57, 210–229."	79	"1"	1	"IAT"	"IC"	113	0.72	1.27296567581289	0.036036036036036	NA	NA	NA	2	NA	NA	NA	NA	"Tradition-Stimulation"	"Yes"	"Search"
38	"Dentale, F., Vecchione, M., Gebauer, J. E., & Barbaranelli, C. (2018). Measuring automatic value orientations: The Achievement–Benevolence Implicit Association Test. British Journal of Social Psychology, 57, 210–229."	80	"2"	1	"IAT"	"IC"	99	0.85	1.89711998488588	0.0412371134020619	NA	NA	NA	2	NA	NA	NA	NA	NA	"Yes"	"Search"
39	"Dormal, V., Maurage, P., Lannoy, S., & D’Hondt, F. (2018). Positive attitude toward alcohol predicts actual consumption in young adults: an ecological implicit association test. Journal of Studies on Alcohol and Drugs, 79, 733–740."	81	"1"	1	"IAT"	"IC"	65	0.62	0.967584026261706	0.0634920634920635	NA	NA	0.45	2	NA	NA	NA	NA	NA	"Yes"	"Search"
40	"Drake, C. E., Kellum, K. K., Wilson, K. G., Luoma, J. B., Weinstein, J. H., & Adams, C. H. (2010). Examining the implicit relational assessment procedure: four preliminary studies. The Psychological Record, 60, 81–100."	82	"1"	1	"IRAP"	"IC"	58	0.6	0.916290731874155	0.0714285714285714	NA	NA	NA	2	NA	NA	NA	NA	NA	"Yes"	"Review"
41	"Drake, C. E., Seymour, K. H., & Habib, R. (2016). Testing the IRAP: Exploring the Reliability and Fakability of an Idiographic Approach to Interpersonal Attitudes. Psychological Record, 66, 153–163."	83	"1"	1	"IRAP"	"IC"	25.33333333	0.7	1.20397280432594	0.171428571453061	NA	NA	NA	2	NA	NA	NA	NA	"real-real-real, T1"	"Yes"	"Search"
41	"Drake, C. E., Seymour, K. H., & Habib, R. (2016). Testing the IRAP: Exploring the Reliability and Fakability of an Idiographic Approach to Interpersonal Attitudes. Psychological Record, 66, 153–163."	83	"1"	1	"IRAP"	"IC"	25.33333333	0.73	1.30933331998376	0.171428571453061	NA	NA	NA	2	NA	NA	NA	NA	"real-real-real, T2"	"Yes"	"Search"
41	"Drake, C. E., Seymour, K. H., & Habib, R. (2016). Testing the IRAP: Exploring the Reliability and Fakability of an Idiographic Approach to Interpersonal Attitudes. Psychological Record, 66, 153–163."	83	"1"	1	"IRAP"	"IC"	25.33333333	0.63	0.994252273343867	0.171428571453061	NA	NA	NA	2	NA	NA	NA	NA	"real-real-real, T3"	"Yes"	"Search"
41	"Drake, C. E., Seymour, K. H., & Habib, R. (2016). Testing the IRAP: Exploring the Reliability and Fakability of an Idiographic Approach to Interpersonal Attitudes. Psychological Record, 66, 153–163."	83	"1"	1	"IRAP"	"TRR"	25.33333333	0.51	NA	NA	0.562729769352149	0.0447761194096681	NA	NA	NA	"same session"	NA	NA	"real-real-real, T1-T2"	"Yes"	"Search"
41	"Drake, C. E., Seymour, K. H., & Habib, R. (2016). Testing the IRAP: Exploring the Reliability and Fakability of an Idiographic Approach to Interpersonal Attitudes. Psychological Record, 66, 153–163."	83	"1"	1	"IRAP"	"TRR"	25.33333333	0.3	NA	NA	0.309519604203112	0.0447761194096681	NA	NA	NA	"same session"	NA	NA	"real-real-real, T1-T3"	"Yes"	"Search"
41	"Drake, C. E., Seymour, K. H., & Habib, R. (2016). Testing the IRAP: Exploring the Reliability and Fakability of an Idiographic Approach to Interpersonal Attitudes. Psychological Record, 66, 153–163."	83	"1"	1	"IRAP"	"TRR"	25.33333333	0.59	NA	NA	0.677666067757962	0.0447761194096681	NA	NA	NA	"same session"	NA	NA	"real-real-real, T2-T3"	"Yes"	"Search"
41	"Drake, C. E., Seymour, K. H., & Habib, R. (2016). Testing the IRAP: Exploring the Reliability and Fakability of an Idiographic Approach to Interpersonal Attitudes. Psychological Record, 66, 153–163."	84	"1"	2	"IRAP"	"IC"	25.33333333	0.4	0.510825623765991	0.171428571453061	NA	NA	NA	2	NA	NA	NA	NA	"real-real-fake, real IRAPs only, T1"	"Yes"	"Search"
41	"Drake, C. E., Seymour, K. H., & Habib, R. (2016). Testing the IRAP: Exploring the Reliability and Fakability of an Idiographic Approach to Interpersonal Attitudes. Psychological Record, 66, 153–163."	84	"1"	2	"IRAP"	"IC"	25.33333333	0.62	0.967584026261706	0.171428571453061	NA	NA	NA	2	NA	NA	NA	NA	"real-real-fake, real IRAPs only, T2"	"Yes"	"Search"
41	"Drake, C. E., Seymour, K. H., & Habib, R. (2016). Testing the IRAP: Exploring the Reliability and Fakability of an Idiographic Approach to Interpersonal Attitudes. Psychological Record, 66, 153–163."	84	"1"	2	"IRAP"	"TRR"	25.33333333	0.32	NA	NA	0.331647108705132	0.0447761194096681	NA	NA	NA	"same session"	NA	NA	"real-real-fake, real IRAPs only"	"Yes"	"Search"
41	"Drake, C. E., Seymour, K. H., & Habib, R. (2016). Testing the IRAP: Exploring the Reliability and Fakability of an Idiographic Approach to Interpersonal Attitudes. Psychological Record, 66, 153–163."	85	"1"	3	"IRAP"	"IC"	25.33333333	0.61	0.941608539858445	0.171428571453061	NA	NA	NA	2	NA	NA	NA	NA	"real-fake-fake, real IRAP only"	"Yes"	"Search"
42	"Díaz, D., Horcajo, J., & Blanco, A. (2009). Development of an implicit overall well-being measure using the implicit association test. Spanish Journal of Psychology, 12, 604–617."	86	"1"	1	"IAT"	"IC"	93	0.79	1.56064774826467	0.043956043956044	NA	NA	NA	2	"No"	NA	NA	NA	"T1"	"Yes"	"Search"
42	"Díaz, D., Horcajo, J., & Blanco, A. (2009). Development of an implicit overall well-being measure using the implicit association test. Spanish Journal of Psychology, 12, 604–617."	86	"1"	1	"IAT"	"IC"	93	0.74	1.34707364796661	0.043956043956044	NA	NA	NA	2	"No"	NA	NA	NA	"T2"	"Yes"	"Search"
42	"Díaz, D., Horcajo, J., & Blanco, A. (2009). Development of an implicit overall well-being measure using the implicit association test. Spanish Journal of Psychology, 12, 604–617."	86	"1"	1	"IAT"	"TRR"	93	0.5	NA	NA	0.549306144334055	0.0111111111111111	NA	NA	NA	"1 month"	NA	NA	NA	"Yes"	"Search"
42	"Díaz, D., Horcajo, J., & Blanco, A. (2009). Development of an implicit overall well-being measure using the implicit association test. Spanish Journal of Psychology, 12, 604–617."	87	"2"	1	"IAT"	"IC"	90	0.73	1.30933331998376	0.0454545454545455	NA	NA	NA	2	"No"	NA	NA	NA	NA	"Yes"	"Search"
42	"Díaz, D., Horcajo, J., & Blanco, A. (2009). Development of an implicit overall well-being measure using the implicit association test. Spanish Journal of Psychology, 12, 604–617."	88	"3"	1	"IAT"	"IC"	58	0.73	1.30933331998376	0.0714285714285714	NA	NA	NA	2	"No"	NA	NA	NA	NA	"Yes"	"Search"
43	"Effting, M., Salemink, E., Verschuere, B., & Beckers, T. (2016). Implicit and explicit measures of spider fear and avoidance behavior: Examination of the moderating role of working memory capacity. Journal of Behavior Therapy and Experimental Psychiatry, 50, 269–276."	89	"1"	1	"AAT"	"IC"	62	0.24	0.27443684570176	0.0666666666666667	NA	NA	NA	2	"No"	NA	NA	NA	NA	"Yes"	"Search"
43	"Effting, M., Salemink, E., Verschuere, B., & Beckers, T. (2016). Implicit and explicit measures of spider fear and avoidance behavior: Examination of the moderating role of working memory capacity. Journal of Behavior Therapy and Experimental Psychiatry, 50, 269–276."	89	"1"	1	"IAT"	"IC"	62	0.83	1.77195684193187	0.0666666666666667	NA	NA	NA	2	"No"	NA	NA	NA	NA	"Yes"	"Search"
44	"Egloff, B., & Schmukle, S. C. (2002). Predictive validity of an implicit association test for assessing anxiety. Journal of Personality and Social Psychology, 83, 1441–1455."	90	"1"	1	"IAT"	"IC"	41	0.77	1.46967597005894	0.0521817363922627	NA	NA	NA	58	NA	NA	NA	NA	"T1"	"Yes"	"Search"
44	"Egloff, B., & Schmukle, S. C. (2002). Predictive validity of an implicit association test for assessing anxiety. Journal of Personality and Social Psychology, 83, 1441–1455."	90	"1"	1	"IAT"	"IC"	41	0.8	1.6094379124341	0.0521817363922627	NA	NA	NA	58	NA	NA	NA	NA	"T2"	"Yes"	"Search"
44	"Egloff, B., & Schmukle, S. C. (2002). Predictive validity of an implicit association test for assessing anxiety. Journal of Personality and Social Psychology, 83, 1441–1455."	90	"1"	1	"IAT"	"TRR"	41	0.57	NA	NA	0.647522844827373	0.0263157894736842	NA	NA	NA	"1 week"	NA	NA	NA	"Yes"	"Search"
44	"Egloff, B., & Schmukle, S. C. (2002). Predictive validity of an implicit association test for assessing anxiety. Journal of Personality and Social Psychology, 83, 1441–1455."	91	"2"	1	"IAT"	"IC"	20	0.8	1.6094379124341	0.113060428849903	NA	NA	NA	58	NA	NA	NA	NA	"Control condition"	"Yes"	"Search"
44	"Egloff, B., & Schmukle, S. C. (2002). Predictive validity of an implicit association test for assessing anxiety. Journal of Personality and Social Psychology, 83, 1441–1455."	92	"3"	1	"IAT"	"IC"	62	0.78	1.51412773262978	0.0339181286549708	NA	NA	NA	58	NA	NA	NA	NA	NA	"Yes"	"Search"
44	"Egloff, B., & Schmukle, S. C. (2002). Predictive validity of an implicit association test for assessing anxiety. Journal of Personality and Social Psychology, 83, 1441–1455."	93	"4"	1	"IAT"	"IC"	33	0.76	1.42711635564015	0.0656479909451047	NA	NA	NA	58	NA	NA	NA	NA	NA	"Yes"	"Search"
45	"Egloff, B., & Schmukle, S. C. (2003). Does social desirability moderate the relationship between implicit and explicit anxiety measures? Personality and Individual Differences, 35, 1697–1706."	94	"1"	1	"IAT"	"IC"	145	0.81	1.66073120682165	0.0142313826524353	NA	NA	NA	58	NA	NA	NA	NA	NA	"Yes"	"Search"
45	"Egloff, B., & Schmukle, S. C. (2003). Does social desirability moderate the relationship between implicit and explicit anxiety measures? Personality and Individual Differences, 35, 1697–1706."	94	"1"	1	"IAT"	"IC"	62	0.78	1.51412773262978	0.0339181286549708	NA	NA	NA	58	NA	NA	NA	NA	NA	"Yes"	"Search"
46	"Egloff, B., Schwerdtfeger, A., & Schmukle, S. C. (2005). Temporal stability of the Implicit Association Test-Anxiety. Journal of Personality Assessment, 84, 82–88."	95	"1"	1	"IAT"	"IC"	65	0.85	1.89711998488588	0.0634920634920635	NA	NA	NA	2	NA	NA	NA	NA	"T1, D1 algorithm"	"Yes"	"Search"
46	"Egloff, B., Schwerdtfeger, A., & Schmukle, S. C. (2005). Temporal stability of the Implicit Association Test-Anxiety. Journal of Personality Assessment, 84, 82–88."	95	"1"	1	"IAT"	"IC"	65	0.79	1.56064774826467	0.0634920634920635	NA	NA	NA	2	NA	NA	NA	NA	"T2, D1 algorithm"	"Yes"	"Search"
46	"Egloff, B., Schwerdtfeger, A., & Schmukle, S. C. (2005). Temporal stability of the Implicit Association Test-Anxiety. Journal of Personality Assessment, 84, 82–88."	95	"1"	1	"IAT"	"TRR"	65	0.58	NA	NA	0.662462707371799	0.0161290322580645	NA	NA	NA	"1 week"	NA	NA	"D1 algorithm"	"Yes"	"Search"
